"state_code","state_name","district_code","district_name","block_code","block_name","block_type","progress_date","census2011"
"01","ANDAMAN AND NICOBAR","0102","NICOBARS","0102003","CAMPBELL BAY","","",""
"01","ANDAMAN AND NICOBAR","0102","NICOBARS","0102001","NANCOWRY","","","05917"
"01","ANDAMAN AND NICOBAR","0102","NICOBARS","0102002","NICOBAR","","","05918"
"01","ANDAMAN AND NICOBAR","0103","NORTH AND MIDDLE ANDAMAN","0103001","DIGLIPUR","","","05919"
"01","ANDAMAN AND NICOBAR","0103","NORTH AND MIDDLE ANDAMAN","0103002","MAYABUNDER","","","05920"
"01","ANDAMAN AND NICOBAR","0103","NORTH AND MIDDLE ANDAMAN","0103003","RANGAT","","","05921"
"01","ANDAMAN AND NICOBAR","0101","SOUTH ANDAMAN","0101002","FERRARGUNJ","","","05922"
"01","ANDAMAN AND NICOBAR","0101","SOUTH ANDAMAN","0101003","LITTLE ANDAMAN","","","05924"
"01","ANDAMAN AND NICOBAR","0101","SOUTH ANDAMAN","0101001","PROTHRAPUR","","",""
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212062","Agali","NrlmI","24-01-2012","05354"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212045","Amadagur","NrlmI","24-01-2012","05361"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212061","Amarapuram","NrlmI","24-01-2012","05351"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212025","Anantapur","NrlmI","24-01-2012","05330"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212024","Atmakur","NrlmI","24-01-2012","05322"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212031","Bathalapalle","NrlmI","24-01-2012","05337"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212016","Beluguppa","NrlmI","24-01-2012","05318"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212002","Bommanahal","NrlmI","24-01-2012","05307"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212020","Brahmasamudram","NrlmI","24-01-2012","05320"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212050","Bukkapatnam","NrlmI","24-01-2012","05345"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212026","Bukkarayasamudram","NrlmI","24-01-2012","05329"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212036","Chenne Kothapalle","NrlmI","24-01-2012","05347"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212055","Chilamathur","NrlmI","24-01-2012","05366"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212001","D.Hirchal","NrlmI","24-01-2012","05304"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212037","Dharmavaram","NrlmI","24-01-2012","05336"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212043","Gandlapenta","NrlmI","24-01-2012","05342"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212013","Garladinne","NrlmI","24-01-2012","05324"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212006","Gooty","NrlmI","24-01-2012","05310"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212048","Gorantla","NrlmI","24-01-2012","05362"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212060","Gudibanda","NrlmI","24-01-2012","05352"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212019","Gummagatta","NrlmI","24-01-2012","05319"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212005","Guntakal","NrlmI","24-01-2012","05309"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212057","Hindupur","NrlmI","24-01-2012","05364"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212044","Kadiri","NrlmI","24-01-2012","05343"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212023","Kalyandurg","NrlmI","24-01-2012","05321"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212034","Kambadur","NrlmI","24-01-2012","05334"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212033","Kanaganapalle","NrlmI","24-01-2012","05335"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212017","Kanekal","NrlmI","24-01-2012","05306"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212051","Kothacheruvu","NrlmI","24-01-2012","05346"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212014","Kudair","NrlmI","24-01-2012","05323"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212022","Kundurpi","NrlmI","24-01-2012","05333"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212056","Lepakshi","NrlmI","24-01-2012","05365"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212059","Madakasira","NrlmI","24-01-2012","05350"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212038","Mudigubba","NrlmI","24-01-2012","05339"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212042","Nallacheruvu","NrlmI","24-01-2012","05359"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212047","Nallamada","NrlmI","24-01-2012","05344"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212040","Nambulipulikunta","NrlmI","24-01-2012","05341"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212027","Narpala","NrlmI","24-01-2012","05328"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212046","Obuladevaracheruvu","NrlmI","24-01-2012","05358"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212012","Pamidi","NrlmI","24-01-2012","05315"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212058","Parigi","NrlmI","24-01-2012","05355"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212010","Peddapappur","NrlmI","24-01-2012","05314"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212007","Peddavadugur","NrlmI","24-01-2012","05311"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212052","Penu Konda","NrlmI","24-01-2012","05356"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212028","Putlur","NrlmI","24-01-2012","05326"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212049","Puttaparthi","NrlmI","24-01-2012","05357"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212035","Ramagiri","NrlmI","24-01-2012","05348"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212032","Raptadu","NrlmI","24-01-2012","05331"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212018","Rayadurg","NrlmI","24-01-2012","05305"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212053","Roddam","NrlmI","24-01-2012","05349"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212063","Rolla","NrlmI","24-01-2012","05353"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212021","Settur","NrlmI","24-01-2012","05332"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212011","Singanamala","NrlmI","24-01-2012","05325"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212054","Somandepalle","NrlmI","24-01-2012","05363"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212030","Tadimarri","NrlmI","24-01-2012","05338"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212009","Tadpatri","NrlmI","24-01-2012","05313"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212039","Talupula","NrlmI","24-01-2012","05340"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212041","Tanakal","NrlmI","24-01-2012","05360"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212015","Uravakonda","NrlmI","24-01-2012","05317"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212004","Vajrakarur","NrlmI","24-01-2012","05316"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212003","Vidapanakal","NrlmI","24-01-2012","05308"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212008","Yadiki","NrlmI","24-01-2012","05312"
"02","ANDHRA PRADESH","0212","ANANTAPUR","0212029","Yellanur","NrlmI","24-01-2012","05327"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210005","B Kothakota","NrlmI","24-01-2012","05391"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210061","Baireddi Palle","NrlmI","24-01-2012","05423"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210057","Bangarupalem","NrlmI","24-01-2012","05429"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210016","Buchinaidu Khandriga","NrlmI","24-01-2012","05380"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210028","Chandragiri","NrlmI","24-01-2012","05384"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210029","Chinnagottigallu","NrlmI","24-01-2012","05385"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210054","Chittoor","NrlmI","24-01-2012","05421"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210038","Chowdepalle","NrlmI","24-01-2012","05413"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210049","Gangadhara Nellore","NrlmI","24-01-2012","05420"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210059","Gangavaram","NrlmI","24-01-2012","05417"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210065","Gudi Palle","NrlmI","24-01-2012","05426"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210055","Gudipala","NrlmI","24-01-2012","05431"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210007","Gurramkonda","NrlmI","24-01-2012","05370"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210052","Irala","NrlmI","24-01-2012","05411"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210023","K V B Puram","NrlmI","24-01-2012","05382"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210008","Kalakada","NrlmI","24-01-2012","05371"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210032","Kalikiri","NrlmI","24-01-2012","05387"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210009","Kambhamvaripalle","NrlmI","24-01-2012","05372"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210046","Karvetinagar","NrlmI","24-01-2012","05408"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210066","Kuppam","NrlmI","24-01-2012","05427"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210006","Kurabalakota","NrlmI","24-01-2012","05389"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210035","Mandhanpalle","NrlmI","24-01-2012","05392"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210003","Mulakalacheruvu","NrlmI","24-01-2012","05367"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210019","Nagalapuram","NrlmI","24-01-2012","05403"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210045","Nagari","NrlmI","24-01-2012","05406"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210024","Narayanavanam","NrlmI","24-01-2012","05400"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210034","Nimmanapalle","NrlmI","24-01-2012","05393"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210022","Nindra","NrlmI","24-01-2012","05404"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210042","Pakala","NrlmI","24-01-2012","05396"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210058","Palamaner","NrlmI","24-01-2012","05422"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210048","Palasamudram","NrlmI","24-01-2012","05432"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210060","Pedda Panjani","NrlmI","24-01-2012","05416"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210001","Peddamandyam","NrlmI","24-01-2012","05369"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210004","Peddathippasamudram","NrlmI","24-01-2012","05390"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210050","Penumuru","NrlmI","24-01-2012","05409"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210020","Pichatur","NrlmI","24-01-2012","05401"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210031","Pileru","NrlmI","24-01-2012","05386"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210041","Pulicherla","NrlmI","24-01-2012","05395"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210037","Punganur","NrlmI","24-01-2012","05415"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210051","Puthalapattu","NrlmI","24-01-2012","05410"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210044","Puttur","NrlmI","24-01-2012","05407"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210063","Rama Kuppam","NrlmI","24-01-2012","05428"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210027","Ramachandrapuram","NrlmI","24-01-2012","05398"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210036","Ramasamudram","NrlmI","24-01-2012","05414"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210012","Renigunta","NrlmI","24-01-2012","05376"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210030","Rompicherla","NrlmI","24-01-2012","05373"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210064","Santhi Puram","NrlmI","24-01-2012","05425"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210018","Satyavedu","NrlmI","24-01-2012","05402"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210040","Sodam","NrlmI","24-01-2012","05394"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210039","Somala","NrlmI","24-01-2012","05412"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210014","Srikalahasti","NrlmI","24-01-2012","05378"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210047","Srirangarajapuram","NrlmI","24-01-2012","05419"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210002","Thamballapalle","NrlmI","24-01-2012","05368"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210053","Thavanampalle","NrlmI","24-01-2012","05418"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210015","Thottambedu","NrlmI","24-01-2012","05379"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210026","Tirupati Rural","NrlmI","24-01-2012","05375"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210011","Tirupati Urban","NrlmI","24-01-2012","05383"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210025","Vadamalapeta","NrlmI","24-01-2012","05399"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210017","Varadaiahpalem","NrlmI","24-01-2012","05381"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210033","Vayalpad","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0210","CHITTOOR","0210043","Veduru Kuppam","NrlmI","24-01-2012","05397"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210062","Venkatagiri Kota","NrlmI","24-01-2012","05424"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210021","Vijaya Puram","NrlmI","24-01-2012","05405"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210056","Yadamari","NrlmI","24-01-2012","05430"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210013","Yerpedu","NrlmI","24-01-2012","05377"
"02","ANDHRA PRADESH","0210","CHITTOOR","0210010","Yerravaripalem","NrlmI","24-01-2012","05374"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211028","Atlur","NrlmI","24-01-2012","05227"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211008","B Kodur","NrlmI","24-01-2012","05209"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211011","Badvel","NrlmI","24-01-2012","05210"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211007","Brahmamgarimattam","NrlmI","24-01-2012","05205"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211035","Chakrayapet","NrlmI","24-01-2012","05234"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211014","Chapad","NrlmI","24-01-2012","05213"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211027","Chennur","NrlmI","24-01-2012","05226"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211048","Chinnamandem","NrlmI","24-01-2012","05236"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211032","Chintha Kommadinne","NrlmI","24-01-2012","05231"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211042","Chitvel","NrlmI","24-01-2012","05245"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211005","Duvvur","NrlmI","24-01-2012","05203"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211050","Galiveedu","NrlmI","24-01-2012","05235"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211012","Gopavaram","NrlmI","24-01-2012","05211"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211016","Jammalamadugu","NrlmI","24-01-2012","05215"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211009","Kalasapadu","NrlmI","24-01-2012","05207"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211025","Kamalapuram","NrlmI","24-01-2012","05224"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211013","Khajipet","NrlmI","24-01-2012","05212"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211043","Kodur","NrlmI","24-01-2012","05249"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211001","Kondapuram","NrlmI","24-01-2012","05199"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211036","Lakkireddipalle","NrlmI","24-01-2012","05240"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211019","Lingala","NrlmI","24-01-2012","05218"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211017","Muddanur","NrlmI","24-01-2012","05216"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211002","Mylavaram","NrlmI","24-01-2012","05200"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211040","Nandalur","NrlmI","24-01-2012","05243"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211044","Obulavaripalle","NrlmI","24-01-2012","05248"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211003","Peddamudium","NrlmI","24-01-2012","05201"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211041","Penagaluru","NrlmI","24-01-2012","05244"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211033","Pendlimarri","NrlmI","24-01-2012","05232"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211010","Porumamilla","NrlmI","24-01-2012","05208"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211015","Proddutur","NrlmI","24-01-2012","05214"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211020","Pulivendla","NrlmI","24-01-2012","05219"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211045","Pullampeta","NrlmI","24-01-2012","05247"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211039","Rajampet","NrlmI","24-01-2012","05246"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211004","Raju Palem","NrlmI","24-01-2012","05202"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211037","Ramapuram","NrlmI","24-01-2012","05241"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211049","Rayachoti","NrlmI","24-01-2012","05239"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211006","S Mydukur","NrlmI","24-01-2012","05204"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211051","S.A.K.N. MANDAL","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211047","Sambepalle","NrlmI","24-01-2012","05237"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211030","Sidhout","NrlmI","24-01-2012","05229"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211018","Simhadripuram","NrlmI","24-01-2012","05217"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211046","T Sundupalle","NrlmI","24-01-2012","05238"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211022","Thandur","NrlmI","24-01-2012","05221"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211026","Vallur","NrlmI","24-01-2012","05225"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211038","Veeraballe","NrlmI","24-01-2012","05242"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211023","Veerapunayunipalle","NrlmI","24-01-2012","05222"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211034","Vempalle","NrlmI","24-01-2012","05233"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211021","Vemula","NrlmI","24-01-2012","05220"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211029","Vontimitta","NrlmI","24-01-2012","05228"
"02","ANDHRA PRADESH","0211","CUDDAPAH","0211024","Yerraguntla","NrlmI","24-01-2012","05223"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204003","ADDATEEGALA","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204049","Ainavilli","NrlmI","24-01-2012","04933"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204042","Alamuru","NrlmI","24-01-2012","04925"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204055","Allavaram","NrlmI","24-01-2012","04940"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204054","Amalapuram","NrlmI","24-01-2012","04941"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204048","Ambajipeta","NrlmI","24-01-2012","04935"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204033","Anaparthi","NrlmI","24-01-2012","04917"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204043","Atreyapuram","NrlmI","24-01-2012","04919"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204034","Biccavolu","NrlmI","24-01-2012","04916"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204014","DEVIPATNAM","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204027","Gandepalle","NrlmI","24-01-2012","04904"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204012","GANGAVARAM","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204017","Gokavaram","NrlmI","24-01-2012","04897"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204008","Gollaprolu","NrlmI","24-01-2012","04902"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204051","I Polavaram","NrlmI","24-01-2012","04931"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204018","Jaggampeta","NrlmI","24-01-2012","04898"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204045","K.Gangavaram","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204031","Kadiam","NrlmI","24-01-2012","04918"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204038","Kajuluru","NrlmI","24-01-2012","04923"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204023","Kakinada (Rural)","NrlmI","24-01-2012","04913"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204041","Kapileswarapuram","NrlmI","24-01-2012","04928"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204036","Karapa","NrlmI","24-01-2012","04922"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204052","Katrenikona","NrlmI","24-01-2012","04943"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204019","Kirlampudi","NrlmI","24-01-2012","04899"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204016","Korukonda","NrlmI","24-01-2012","04905"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204005","Kotananduru","NrlmI","24-01-2012","04889"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204046","Kothapeta","NrlmI","24-01-2012","04927"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204058","Malikipuram","NrlmI","24-01-2012","04938"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204056","Mamidikuduru","NrlmI","24-01-2012","04936"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204032","Mandapeta","NrlmI","24-01-2012","04920"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204001","MAREDUMILLI","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204050","Mummidivaram","NrlmI","24-01-2012","04932"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204047","P Gannavaram","NrlmI","24-01-2012","04934"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204035","Pedapudi","NrlmI","24-01-2012","04915"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204020","Peddapuram","NrlmI","24-01-2012","04903"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204021","Pithapuram","NrlmI","24-01-2012","04911"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204010","Prathipadu","NrlmI","24-01-2012","04900"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204029","Rajahmundry(Rural)","NrlmI","24-01-2012","04907"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204028","Rajanagaram","NrlmI","24-01-2012","04908"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204004","RAJAVOMMANGI","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204039","Ramachandrapuram","NrlmI","24-01-2012","04924"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204013","RAMPACHODAVARAM","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204026","Rangampeta","NrlmI","24-01-2012","04909"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204044","Ravulapalem","NrlmI","24-01-2012","04926"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204040","Rayavaram","NrlmI","24-01-2012","04921"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204057","Razole","NrlmI","24-01-2012","04937"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204060","Rowthulapudi","NrlmI","24-01-2012","04891"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204059","Sakhinetipalle","NrlmI","24-01-2012","04939"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204025","Samalkota","NrlmI","24-01-2012","04910"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204009","Sankhavaram","NrlmI","24-01-2012","04892"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204015","Seethanagaram","NrlmI","24-01-2012","04896"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204037","Thallarevu","NrlmI","24-01-2012","04930"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204007","Thondangi","NrlmI","24-01-2012","04901"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204006","Tuni","NrlmI","24-01-2012","04890"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204022","U.Kothapalli","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204053","Uppalaguptam","NrlmI","24-01-2012","04942"
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204002","Y RAMAVARAM","NrlmI","24-01-2012",""
"02","ANDHRA PRADESH","0204","EAST GODAVARI","0204011","Yeleswaram","NrlmI","24-01-2012","04893"
"02","ANDHRA PRADESH","0207","GUNTUR","0207007","Achampeta","NrlmI","24-01-2012","05050"
"02","ANDHRA PRADESH","0207","GUNTUR","0207009","Amaravathi","NrlmI","24-01-2012","05052"
"02","ANDHRA PRADESH","0207","GUNTUR","0207049","Amruthalur","NrlmI","24-01-2012","05086"
"02","ANDHRA PRADESH","0207","GUNTUR","0207057","Bapatla","NrlmI","24-01-2012","05093"
"02","ANDHRA PRADESH","0207","GUNTUR","0207006","Bellamkonda","NrlmI","24-01-2012","05049"
"02","ANDHRA PRADESH","0207","GUNTUR","0207051","Bhattiprolu","NrlmI","24-01-2012","05089"
