State,District,Subdistt,T,Town.Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
10,236,1488,"10,236,1488",0,0,0,SUB-DISTRICT,Tikari ,Rural,36949,239187,124097,115090,41653,21337,20316,62281,32215,30066,62,39,23,133138,80980,52158,106049,43117,62932,90722,59259,31463,56887,40582,16305,16088,12942,3146,25888,17648,8240,3168,1676,1492,11743,8316,3427,33835,18677,15158,4049,2269,1780,19808,11221,8587,2275,994,1281,7703,4193,3510,29202,16380,12822,3311,1853,1458,17415,10005,7410,1576,726,850,6900,3796,3104,4633,2297,2336,738,416,322,2393,1216,1177,699,268,431,803,397,406,148465,64838,83627
10,236,1489,"10,236,1489",0,0,0,SUB-DISTRICT,Belaganj,Rural,34008,222003,114912,107091,40379,20688,19691,56743,29067,27676,100,53,47,115933,70117,45816,106070,44795,61275,78234,52887,25347,49808,36665,13143,12905,10649,2256,22734,15325,7409,3098,1789,1309,11071,8902,2169,28426,16222,12204,4005,2206,1799,15075,9324,5751,2688,789,1899,6658,3903,2755,22647,13240,9407,3035,1759,1276,12110,7646,4464,2010,624,1386,5492,3211,2281,5779,2982,2797,970,447,523,2965,1678,1287,678,165,513,1166,692,474,143769,62025,81744
10,236,1490,"10,236,1490",0,0,0,SUB-DISTRICT,Khizirsarai,Rural,28262,176048,90269,85779,31118,15806,15312,52014,26530,25484,43,20,23,91308,54825,36483,84740,35444,49296,69589,43081,26508,53076,35639,17437,16446,12177,4269,25781,16333,9448,1745,992,753,9104,6137,2967,16513,7442,9071,2637,926,1711,10405,4767,5638,794,374,420,2677,1375,1302,14381,6646,7735,1888,765,1123,9448,4295,5153,644,332,312,2401,1254,1147,2132,796,1336,749,161,588,957,472,485,150,42,108,276,121,155,106459,47188,59271
10,236,1491,"10,236,1491",0,0,0,SUB-DISTRICT,Neem Chak Bathani,Rural,14539,98603,50880,47723,17998,9183,8815,26938,13826,13112,33,13,20,45593,28523,17070,53010,22357,30653,45677,25763,19914,28730,18195,10535,8930,6152,2778,13118,8245,4873,1679,701,978,5003,3097,1906,16947,7568,9379,1635,535,1100,8669,4540,4129,1741,434,1307,4902,2059,2843,15023,6919,8104,1425,469,956,7689,4205,3484,1360,368,992,4549,1877,2672,1924,649,1275,210,66,144,980,335,645,381,66,315,353,182,171,52926,25117,27809
10,236,1492,"10,236,1492",0,0,0,SUB-DISTRICT,Muhra,Rural,15278,100820,51813,49007,18736,9575,9161,35486,18049,17437,40,21,19,49424,30082,19342,51396,21731,29665,41893,25862,16031,22715,15957,6758,8156,6765,1391,10528,6501,4027,1036,559,477,2995,2132,863,19178,9905,9273,4091,2128,1963,11569,6152,5417,922,300,622,2596,1325,1271,14579,7873,6706,3298,1747,1551,8421,4705,3716,509,200,309,2351,1221,1130,4599,2032,2567,793,381,412,3148,1447,1701,413,100,313,245,104,141,58927,25951,32976
10,236,1493,"10,236,1493",0,0,0,SUB-DISTRICT,Atri,Rural,11777,82296,42548,39748,14946,7582,7364,27588,14155,13433,10,8,2,40729,24963,15766,41567,17585,23982,36801,21959,14842,26419,17421,8998,8582,6276,2306,13157,8216,4941,1214,703,511,3466,2226,1240,10382,4538,5844,1207,458,749,6324,3008,3316,656,240,416,2195,832,1363,9423,4268,5155,1090,425,665,5709,2846,2863,576,220,356,2048,777,1271,959,270,689,117,33,84,615,162,453,80,20,60,147,55,92,45495,20589,24906
10,236,1494,"10,236,1494",0,0,0,SUB-DISTRICT,Manpur,Rural,25662,148418,76700,71718,27521,13996,13525,55184,28294,26890,12,6,6,71923,43151,28772,76495,33549,42946,52321,35929,16392,34162,26982,7180,8878,7386,1492,15683,11508,4175,1663,1298,365,7938,6790,1148,18159,8947,9212,1960,917,1043,12698,5886,6812,759,312,447,2742,1832,910,15819,7991,7828,1769,828,941,10921,5203,5718,674,285,389,2455,1675,780,2340,956,1384,191,89,102,1777,683,1094,85,27,58,287,157,130,96097,40771,55326
10,236,1495,"10,236,1495",0,0,0,SUB-DISTRICT,Gaya Town C.D.Block,Rural,27848,170969,88132,82837,34085,17263,16822,59128,30375,28753,80,38,42,84761,50456,34305,86208,37676,48532,60563,39978,20585,34907,26483,8424,7617,6173,1444,14102,9835,4267,1721,1095,626,11467,9380,2087,25656,13495,12161,4002,2445,1557,10810,5938,4872,2077,698,1379,8767,4414,4353,19244,11362,7882,3124,2055,1069,8994,4976,4018,1512,570,942,5614,3761,1853,6412,2133,4279,878,390,488,1816,962,854,565,128,437,3153,653,2500,110406,48154,62252
10,236,1496,"10,236,1496",0,0,0,SUB-DISTRICT,Paraiya,Rural,16549,101969,52771,49198,18479,9582,8897,34592,17909,16683,11,5,6,54669,32985,21684,47300,19786,27514,37255,24947,12308,28200,20937,7263,9823,7984,1839,12861,8578,4283,617,456,161,4899,3919,980,9055,4010,5045,2233,883,1350,5503,2434,3069,335,144,191,984,549,435,7551,3388,4163,1858,709,1149,4562,2071,2491,293,125,168,838,483,355,1504,622,882,375,174,201,941,363,578,42,19,23,146,66,80,64714,27824,36890
10,236,1497,"10,236,1497",0,0,0,SUB-DISTRICT,Guraru,Rural,20223,134194,69860,64334,24512,12598,11914,39513,20519,18994,84,45,39,71042,43069,27973,63152,26791,36361,53718,33608,20110,31474,22555,8919,8623,6738,1885,13925,9663,4262,2475,1203,1272,6451,4951,1500,22244,11053,11191,2707,1312,1395,12674,6520,6154,1396,373,1023,5467,2848,2619,19086,9638,9448,2222,1084,1138,11009,5801,5208,1133,287,846,4722,2466,2256,3158,1415,1743,485,228,257,1665,719,946,263,86,177,745,382,363,80476,36252,44224
10,236,1498,"10,236,1498",0,0,0,SUB-DISTRICT,Gurua,Rural,29938,184286,94987,89299,34095,17388,16707,63253,32475,30778,19,9,10,95975,57079,38896,88311,37908,50403,74877,46109,28768,44733,30793,13940,12017,9186,2831,22950,14923,8027,1870,1089,781,7896,5595,2301,30144,15316,14828,4686,2376,2310,17511,9172,8339,1741,705,1036,6206,3063,3143,23029,11762,11267,3686,1936,1750,12784,6681,6103,1267,507,760,5292,2638,2654,7115,3554,3561,1000,440,560,4727,2491,2236,474,198,276,914,425,489,109409,48878,60531
10,236,1499,"10,236,1499",0,0,0,SUB-DISTRICT,Amas,Rural,16692,105027,54058,50969,19000,9639,9361,37578,19276,18302,35,17,18,55482,32752,22730,49545,21306,28239,40272,25725,14547,22267,15808,6459,4353,3321,1032,11065,7146,3919,808,606,202,6041,4735,1306,18005,9917,8088,2525,1490,1035,10134,5392,4742,984,483,501,4362,2552,1810,14703,8251,6452,2064,1150,914,7970,4431,3539,828,427,401,3841,2243,1598,3302,1666,1636,461,340,121,2164,961,1203,156,56,100,521,309,212,64755,28333,36422
10,236,1500,"10,236,1500",0,0,0,SUB-DISTRICT,Banke Bazar,Rural,21410,129624,66796,62828,23554,11866,11688,51049,26100,24949,328,177,151,64570,38934,25636,65054,27862,37192,45668,30961,14707,22477,17741,4736,5609,4522,1087,10593,7999,2594,562,431,131,5713,4789,924,23191,13220,9971,2606,1452,1154,15363,8401,6962,900,493,407,4322,2874,1448,18680,11154,7526,1824,1157,667,12618,7201,5417,618,364,254,3620,2432,1188,4511,2066,2445,782,295,487,2745,1200,1545,282,129,153,702,442,260,83956,35835,48121
10,236,1501,"10,236,1501",0,0,0,SUB-DISTRICT,Imamganj,Rural,32334,192812,99143,93669,34457,17308,17149,70986,36252,34734,189,109,80,94402,55446,38956,98410,43697,54713,76377,47533,28844,42523,29987,12536,9578,7221,2357,22035,15035,7000,1656,1042,614,9254,6689,2565,33854,17546,16308,4536,2407,2129,21657,10994,10663,1604,855,749,6057,3290,2767,27955,14771,13184,3895,2106,1789,18313,9502,8811,1024,515,509,4723,2648,2075,5899,2775,3124,641,301,340,3344,1492,1852,580,340,240,1334,642,692,116435,51610,64825
10,236,1502,"10,236,1502",0,0,0,SUB-DISTRICT,Dumaria,Rural,21379,128699,66786,61913,24076,12323,11753,49906,25738,24168,40,19,21,58399,35457,22942,70300,31329,38971,49879,31241,18638,22920,16461,6459,4956,3903,1053,12002,8115,3887,1245,593,652,4717,3850,867,26959,14780,12179,2677,1333,1344,18187,10091,8096,1182,580,602,4913,2776,2137,22590,12825,9765,2212,1155,1057,15210,8861,6349,958,460,498,4210,2349,1861,4369,1955,2414,465,178,287,2977,1230,1747,224,120,104,703,427,276,78820,35545,43275
10,236,1503,"10,236,1503",0,0,0,SUB-DISTRICT,Sherghati,Rural,18829,114759,59136,55623,21650,10843,10807,41956,21726,20230,24,14,10,55767,32958,22809,58992,26178,32814,43697,28072,15625,22100,16566,5534,5269,4332,937,11017,7724,3293,791,475,316,5023,4035,988,21597,11506,10091,3618,1877,1741,12440,6335,6105,1293,548,745,4246,2746,1500,18004,9888,8116,3081,1642,1439,10400,5412,4988,1038,477,561,3485,2357,1128,3593,1618,1975,537,235,302,2040,923,1117,255,71,184,761,389,372,71062,31064,39998
10,236,1504,"10,236,1504",0,0,0,SUB-DISTRICT,Dobhi,Rural,24345,155413,79146,76267,29447,14782,14665,56502,28713,27789,15,8,7,67907,40730,27177,87506,38416,49090,66015,39168,26847,42071,27586,14485,13363,9202,4161,20714,12905,7809,1888,1130,758,6106,4349,1757,23944,11582,12362,3051,1382,1669,16235,7939,8296,1631,595,1036,3027,1666,1361,20492,10427,10065,2744,1265,1479,14012,7209,6803,1123,486,637,2613,1467,1146,3452,1155,2297,307,117,190,2223,730,1493,508,109,399,414,199,215,89398,39978,49420
10,236,1505,"10,236,1505",0,0,0,SUB-DISTRICT,Bodh Gaya,Rural,32156,197804,101323,96481,37498,19154,18344,75697,38788,36909,171,82,89,93207,56268,36939,104597,45055,59542,73610,47589,26021,39403,29272,10131,14015,10759,3256,14780,10461,4319,1150,743,407,9458,7309,2149,34207,18317,15890,5069,2654,2415,21762,11585,10177,1374,480,894,6002,3598,2404,28756,15925,12831,4338,2362,1976,18296,10129,8167,1129,405,724,4993,3029,1964,5451,2392,3059,731,292,439,3466,1456,2010,245,75,170,1009,569,440,124194,53734,70460
10,236,1506,"10,236,1506",0,0,0,SUB-DISTRICT,Tan Kuppa,Rural,19163,124940,64161,60779,23637,12043,11594,46395,23603,22792,25,11,14,57481,35814,21667,67459,28347,39112,47891,30789,17102,29393,22025,7368,11959,9248,2711,13465,9586,3879,490,385,105,3479,2806,673,18498,8764,9734,3788,1478,2310,12713,6181,6532,335,164,171,1662,941,721,14972,7279,7693,3202,1267,1935,10076,5028,5048,249,143,106,1445,841,604,3526,1485,2041,586,211,375,2637,1153,1484,86,21,65,217,100,117,77049,33372,43677
10,236,1507,"10,236,1507",0,0,0,SUB-DISTRICT,Wazirganj,Rural,34568,221731,113601,108130,39708,20247,19461,74859,38270,36589,133,66,67,113172,68032,45140,108559,45569,62990,85695,54432,31263,53479,37346,16133,17056,12376,4680,23267,15271,7996,2300,1450,850,10856,8249,2607,32216,17086,15130,5248,2783,2465,19159,10264,8895,1489,650,839,6320,3389,2931,25851,14087,11764,4138,2281,1857,15456,8412,7044,1133,511,622,5124,2883,2241,6365,2999,3366,1110,502,608,3703,1852,1851,356,139,217,1196,506,690,136036,59169,76867
10,236,1508,"10,236,1508",0,0,0,SUB-DISTRICT,Fatehpur,Rural,35298,235612,120884,114728,43321,21981,21340,80923,41477,39446,214,118,96,110449,67892,42557,125163,52992,72171,93433,58562,34871,52240,37772,14468,18828,14219,4609,23268,15591,7677,1909,1347,562,8235,6615,1620,41193,20790,20403,9710,4528,5182,24459,12687,11772,1667,849,818,5357,2726,2631,36405,18497,17908,9001,4220,4781,21527,11222,10305,1267,681,586,4610,2374,2236,4788,2293,2495,709,308,401,2932,1465,1467,400,168,232,747,352,395,142179,62322,79857
10,222,1310,"10,222,1310",0,0,0,SUB-DISTRICT,Bachhwara,Rural,39641,195815,103183,92632,36542,19025,17517,30558,16025,14533,22,13,9,96315,57970,38345,99500,45213,54287,67883,48743,19140,36370,29408,6962,7638,6858,780,16260,13004,3256,2997,1924,1073,9475,7622,1853,31513,19335,12178,2953,2119,834,20288,12255,8033,1972,751,1221,6300,4210,2090,26551,16637,9914,2444,1722,722,17204,10634,6570,1516,621,895,5387,3660,1727,4962,2698,2264,509,397,112,3084,1621,1463,456,130,326,913,550,363,127932,54440,73492
10,236,1510,"10,236,1510",0,0,0,SUB-DISTRICT,Barachatti,Rural,22173,142534,72455,70079,26653,13529,13124,48466,24474,23992,672,322,350,67745,39891,27854,74789,32564,42225,65455,37577,27878,35501,24547,10954,12450,8912,3538,14271,9112,5159,1580,1004,576,7200,5519,1681,29954,13030,16924,7490,2867,4623,17773,7915,9858,1220,503,717,3471,1745,1726,24632,10751,13881,6137,2320,3817,14684,6602,8082,876,371,505,2935,1458,1477,5322,2279,3043,1353,547,806,3089,1313,1776,344,132,212,536,287,249,77079,34878,42201
10,235,1476,"10,235,1476",0,0,0,SUB-DISTRICT,Daudnagar,Rural,24769,154490,79973,74517,27211,14042,13169,37475,19136,18339,62,34,28,90452,53894,36558,64038,26079,37959,51635,36101,15534,29666,24422,5244,9765,8625,1140,14611,11433,3178,464,379,85,4826,3985,841,21969,11679,10290,3542,2108,1434,16582,8472,8110,427,168,259,1418,931,487,18024,10217,7807,2872,1827,1045,13653,7460,6193,296,124,172,1203,806,397,3945,1462,2483,670,281,389,2929,1012,1917,131,44,87,215,125,90,102855,43872,58983
10,235,1477,"10,235,1477",0,0,0,SUB-DISTRICT,Haspura,Rural,25545,152880,79175,73705,27692,14309,13383,37210,19226,17984,12,1,11,88630,52666,35964,64250,26509,37741,53471,35941,17530,23680,17916,5764,5311,4631,680,10891,8273,2618,1275,710,565,6203,4302,1901,29791,18025,11766,2903,2153,750,19074,12617,6457,1571,763,808,6243,2492,3751,24588,15065,9523,2465,1863,602,15668,10789,4879,1060,459,601,5395,1954,3441,5203,2960,2243,438,290,148,3406,1828,1578,511,304,207,848,538,310,99409,43234,56175
10,235,1478,"10,235,1478",0,0,0,SUB-DISTRICT,Goh,Rural,34717,234400,121939,112461,45608,23447,22161,45893,23856,22037,50,26,24,125784,77070,48714,108616,44869,63747,78696,54668,24028,49667,39066,10601,16811,14316,2495,24010,18016,5994,1498,1023,475,7348,5711,1637,29029,15602,13427,5648,2626,3022,18916,10440,8476,1237,615,622,3228,1921,1307,23461,13085,10376,4349,2044,2305,15239,8794,6445,983,507,476,2890,1740,1150,5568,2517,3051,1299,582,717,3677,1646,2031,254,108,146,338,181,157,155704,67271,88433
10,235,1479,"10,235,1479",0,0,0,SUB-DISTRICT,Rafiganj,Rural,40803,276831,144080,132751,51927,26482,25445,61733,32083,29650,129,56,73,149368,90456,58912,127463,53624,73839,99642,66254,33388,57217,42132,15085,14632,11807,2825,27730,19968,7762,3383,1835,1548,11472,8522,2950,42425,24122,18303,5501,2940,2561,23398,14105,9293,3734,1516,2218,9792,5561,4231,35685,21222,14463,4514,2555,1959,20187,12654,7533,2591,1122,1469,8393,4891,3502,6740,2900,3840,987,385,602,3211,1451,1760,1143,394,749,1399,670,729,177189,77826,99363
10,235,1480,"10,235,1480",0,0,0,SUB-DISTRICT,Obra,Rural,33076,211221,109690,101531,38341,19813,18528,49525,25515,24010,26,14,12,124505,73684,50821,86716,36006,50710,71120,50568,20552,42156,33056,9100,12903,11211,1692,21319,15828,5491,1292,866,426,6642,5151,1491,28964,17512,11452,3955,2583,1372,20750,12599,8151,1339,592,747,2920,1738,1182,23063,14439,8624,3134,2177,957,16830,10395,6435,795,426,369,2304,1441,863,5901,3073,2828,821,406,415,3920,2204,1716,544,166,378,616,297,319,140101,59122,80979
10,235,1481,"10,235,1481",0,0,0,SUB-DISTRICT,Aurangabad,Rural,27554,180949,94277,86672,34040,17594,16446,40750,21155,19595,67,25,42,105510,62303,43207,75439,31974,43465,58103,42530,15573,33621,26956,6665,10631,9232,1399,13374,10142,3232,1631,841,790,7985,6741,1244,24482,15574,8908,2973,1815,1158,15856,9922,5934,1059,540,519,4594,3297,1297,19829,13185,6644,2430,1614,816,13010,8465,4545,652,356,296,3737,2750,987,4653,2389,2264,543,201,342,2846,1457,1389,407,184,223,857,547,310,122846,51747,71099
10,235,1482,"10,235,1482",0,0,0,SUB-DISTRICT,Barun,Rural,30095,200052,103848,96204,35676,18258,17418,49458,25484,23974,142,73,69,116202,69429,46773,83850,34419,49431,63643,47541,16102,32042,27247,4795,11288,10282,1006,12590,10213,2377,854,661,193,7310,6091,1219,31601,20294,11307,3510,2336,1174,22688,14650,8038,1142,446,696,4261,2862,1399,23851,16461,7390,2693,1926,767,17165,12180,4985,929,331,598,3064,2024,1040,7750,3833,3917,817,410,407,5523,2470,3053,213,115,98,1197,838,359,136409,56307,80102
10,235,1483,"10,235,1483",0,0,0,SUB-DISTRICT,Nabinagar,Rural,43433,281252,146130,135122,49082,25299,23783,72351,37531,34820,109,41,68,161980,96340,65640,119272,49790,69482,99916,68431,31485,54991,42044,12947,16525,13622,2903,25928,20185,5743,2806,1352,1454,9732,6885,2847,44925,26387,18538,6125,4174,1951,26782,15855,10927,3170,1312,1858,8848,5046,3802,35827,21644,14183,5018,3564,1454,21458,13009,8449,2394,1005,1389,6957,4066,2891,9098,4743,4355,1107,610,497,5324,2846,2478,776,307,469,1891,980,911,181336,77699,103637
10,235,1484,"10,235,1484",0,0,0,SUB-DISTRICT,Kutumba,Rural,34623,226599,116866,109733,38863,19975,18888,64021,32848,31173,103,55,48,132224,77784,54440,94375,39082,55293,70955,52972,17983,40226,32058,8168,11851,10503,1348,18464,13888,4576,1652,1146,506,8259,6521,1738,30729,20914,9815,3795,2745,1050,20438,13785,6653,1154,720,434,5342,3664,1678,24813,17402,7411,3063,2299,764,16242,11421,4821,1015,652,363,4493,3030,1463,5916,3512,2404,732,446,286,4196,2364,1832,139,68,71,849,634,215,155644,63894,91750
10,235,1485,"10,235,1485",0,0,0,SUB-DISTRICT,Deo,Rural,27596,173216,89280,83936,31364,16045,15319,54104,27792,26312,57,29,28,97792,57621,40171,75424,31659,43765,55644,40701,14943,28382,23513,4869,9057,8130,927,10824,8550,2274,981,828,153,7520,6005,1515,27262,17188,10074,3701,2568,1133,16378,10605,5773,2020,652,1368,5163,3363,1800,21312,14106,7206,3092,2274,818,12337,8496,3841,1725,575,1150,4158,2761,1397,5950,3082,2868,609,294,315,4041,2109,1932,295,77,218,1005,602,403,117572,48579,68993
10,235,1486,"10,235,1486",0,0,0,SUB-DISTRICT,Madanpur,Rural,32825,211329,109361,101968,38516,19815,18701,70769,36525,34244,66,35,31,115591,68325,47266,95738,41036,54702,69708,50621,19087,40546,32892,7654,10950,9652,1298,17821,13522,4299,1432,1039,393,10343,8679,1664,29162,17729,11433,3128,2094,1034,18788,11156,7632,1283,590,693,5963,3889,2074,24332,15225,9107,2601,1755,846,15736,9648,6088,938,426,512,5057,3396,1661,4830,2504,2326,527,339,188,3052,1508,1544,345,164,181,906,493,413,141621,58740,82881
10,234,1457,"10,234,1457",0,0,0,SUB-DISTRICT,Kochas,Rural,24983,170025,88726,81299,30162,15690,14472,30945,16238,14707,608,319,289,105239,61217,44022,64786,27509,37277,47242,39438,7804,32888,30179,2709,15277,14315,962,11103,10190,913,588,514,74,5920,5160,760,14354,9259,5095,2127,1303,824,9875,6363,3512,582,286,296,1770,1307,463,10911,7652,3259,1546,1072,474,7529,5268,2261,444,232,212,1392,1080,312,3443,1607,1836,581,231,350,2346,1095,1251,138,54,84,378,227,151,122783,49288,73495
10,234,1458,"10,234,1458",0,0,0,SUB-DISTRICT,Dinara,Rural,33227,225468,117073,108395,40177,20708,19469,42551,22239,20312,862,458,404,132346,78557,53789,93122,38516,54606,72541,55136,17405,45959,39436,6523,19478,18177,1301,16500,13685,2815,1903,1174,729,8078,6400,1678,26582,15700,10882,3443,2157,1286,17961,10877,7084,1507,601,906,3671,2065,1606,20745,13061,7684,2509,1665,844,14205,9126,5079,1193,510,683,2838,1760,1078,5837,2639,3198,934,492,442,3756,1751,2005,314,91,223,833,305,528,152927,61937,90990
10,234,1459,"10,234,1459",0,0,0,SUB-DISTRICT,Dawath,Rural,13518,89565,46076,43489,15938,8150,7788,15065,7768,7297,171,83,88,53119,31665,21454,36446,14411,22035,25556,21091,4465,13734,12445,1289,6327,5953,374,4739,4325,414,361,299,62,2307,1868,439,11822,8646,3176,2344,1579,765,7735,5930,1805,450,257,193,1293,880,413,9626,7344,2282,1819,1252,567,6423,5160,1263,333,197,136,1051,735,316,2196,1302,894,525,327,198,1312,770,542,117,60,57,242,145,97,64009,24985,39024
10,234,1460,"10,234,1460",0,0,0,SUB-DISTRICT,Suryapura,Rural,8728,57529,29994,27535,9997,5186,4811,8895,4593,4302,113,55,58,34250,20585,13665,23279,9409,13870,18042,13592,4450,11463,9468,1995,4879,4237,642,3885,3399,486,619,403,216,2080,1429,651,6579,4124,2455,1566,923,643,3263,2056,1207,258,76,182,1492,1069,423,5233,3235,1998,1420,844,576,2506,1592,914,222,62,160,1085,737,348,1346,889,457,146,79,67,757,464,293,36,14,22,407,332,75,39487,16402,23085
10,234,1461,"10,234,1461",0,0,0,SUB-DISTRICT,Bikramganj,Rural,17584,115100,60243,54857,19423,10193,9230,23751,12492,11259,182,80,102,71715,42821,28894,43385,17422,25963,40193,28666,11527,24304,20035,4269,9493,8459,1034,8397,6918,1479,957,566,391,5457,4092,1365,15889,8631,7258,2757,1361,1396,8850,4983,3867,1225,499,726,3057,1788,1269,12267,7385,4882,1883,1079,804,7076,4383,2693,734,365,369,2574,1558,1016,3622,1246,2376,874,282,592,1774,600,1174,491,134,357,483,230,253,74907,31577,43330
10,234,1462,"10,234,1462",0,0,0,SUB-DISTRICT,Karakat,Rural,31555,209284,109007,100277,34802,18068,16734,37804,19823,17981,455,231,224,129010,77537,51473,80274,31470,48804,68482,51225,17257,37998,31430,6568,12950,11641,1309,14979,12545,2434,2560,1286,1274,7509,5958,1551,30484,19795,10689,4151,3044,1107,17084,12194,4890,3473,1309,2164,5776,3248,2528,24034,16426,7608,3389,2634,755,13811,10324,3487,2025,826,1199,4809,2642,2167,6450,3369,3081,762,410,352,3273,1870,1403,1448,483,965,967,606,361,140802,57782,83020
10,234,1463,"10,234,1463",0,0,0,SUB-DISTRICT,Nasriganj,Rural,18053,115117,59590,55527,19944,10261,9683,20679,10806,9873,63,35,28,68648,41117,27531,46469,18473,27996,37016,27962,9054,21820,18685,3135,7050,6421,629,9924,8317,1607,727,456,271,4119,3491,628,15196,9277,5919,2066,1161,905,11000,6630,4370,341,142,199,1789,1344,445,10533,7116,3417,1360,928,432,7569,5092,2477,268,127,141,1336,969,367,4663,2161,2502,706,233,473,3431,1538,1893,73,15,58,453,375,78,78101,31628,46473
10,234,1465,"10,234,1465",0,0,0,SUB-DISTRICT,Sanjhauli,Rural,9249,62621,32692,29929,10779,5642,5137,10714,5596,5118,7,3,4,39643,23454,16189,22978,9238,13740,19034,15265,3769,11824,10612,1212,5563,5287,276,3795,3337,458,383,292,91,2083,1696,387,7210,4653,2557,1503,1085,418,4237,2728,1509,369,188,181,1101,652,449,5594,3912,1682,1225,889,336,3130,2277,853,266,143,123,973,603,370,1616,741,875,278,196,82,1107,451,656,103,45,58,128,49,79,43587,17427,26160
10,234,1466,"10,234,1466",0,0,0,SUB-DISTRICT,Nokha,Rural,21981,146025,76179,69846,25909,13323,12586,28334,14814,13520,169,87,82,86931,51918,35013,59094,24261,34833,47015,35234,11781,27560,23331,4229,8895,7991,904,11974,10200,1774,818,499,319,5873,4641,1232,19455,11903,7552,2270,1312,958,11619,7805,3814,941,336,605,4625,2450,2175,15531,9873,5658,1583,954,629,9497,6695,2802,519,240,279,3932,1984,1948,3924,2030,1894,687,358,329,2122,1110,1012,422,96,326,693,466,227,99010,40945,58065
10,234,1467,"10,234,1467",0,0,0,SUB-DISTRICT,Kargahar,Rural,31528,225082,117949,107133,39330,20504,18826,47305,24855,22450,595,318,277,141029,82651,58378,84053,35298,48755,71202,52823,18379,41671,34065,7606,16785,14852,1933,14495,12186,2309,2658,1303,1355,7733,5724,2009,29531,18758,10773,5833,4000,1833,17154,11492,5662,2417,915,1502,4127,2351,1776,23092,15403,7689,4708,3306,1402,13210,9472,3738,1776,639,1137,3398,1986,1412,6439,3355,3084,1125,694,431,3944,2020,1924,641,276,365,729,365,364,153880,65126,88754
10,234,1468,"10,234,1468",0,0,0,SUB-DISTRICT,Chenari,Rural,19386,119642,62340,57302,22721,11758,10963,32809,17130,15679,1068,528,540,67779,40326,27453,51863,22014,29849,41090,28349,12741,19093,15847,3246,8186,7118,1068,6589,5197,1392,589,426,163,3729,3106,623,21997,12502,9495,3495,2068,1427,15115,8161,6954,773,442,331,2614,1831,783,16508,10092,6416,2622,1705,917,11379,6596,4783,521,348,173,1986,1443,543,5489,2410,3079,873,363,510,3736,1565,2171,252,94,158,628,388,240,78552,33991,44561
10,222,1316,"10,222,1316",0,0,0,SUB-DISTRICT,Bakhri,Rural,20637,100054,52292,47762,19990,10274,9716,23193,12147,11046,74,46,28,44736,26918,17818,55318,25374,29944,35354,24422,10932,18006,14544,3462,3931,3268,663,9688,8059,1629,988,500,488,3399,2717,682,17348,9878,7470,1733,945,788,10902,6647,4255,1620,488,1132,3093,1798,1295,13974,8398,5576,1497,847,650,8837,5684,3153,1122,342,780,2518,1525,993,3374,1480,1894,236,98,138,2065,963,1102,498,146,352,575,273,302,64700,27870,36830
10,234,1470,"10,234,1470",0,0,0,SUB-DISTRICT,Sheosagar,Rural,28147,176080,91268,84812,32924,16857,16067,40118,20741,19377,1962,995,967,102770,60583,42187,73310,30685,42625,60071,42684,17387,28328,24657,3671,9910,9187,723,10145,8751,1394,795,580,215,7478,6139,1339,31743,18027,13716,3505,2443,1062,21603,11600,10003,1692,726,966,4943,3258,1685,21531,13765,7766,2298,1805,493,14693,8907,5786,1025,533,492,3515,2520,995,10212,4262,5950,1207,638,569,6910,2693,4217,667,193,474,1428,738,690,116009,48584,67425
